,parkmeter_id,user_type,payment_method,amount,duration_hours,parking_start,parking_end,parkmeter_address,arrondissement,system,residential_area,hourly_rate,parkmeter_coordinates
786030,1720102,Rotatif,CB,2.4,2.0,2014-12-09 12:46:13,2014-12-09 14:46:13,1 vis-à-vis SQUARE ALFRED CAPUS,16,MIX,16R,2.4,"48.8506509999, 2.25958999959"
10523785,54220503,Rotatif,CB,0.6,0.5,2014-04-06 18:57:37,2014-04-06 19:27:37,77 RUE LEBLANC,15,MIX,15N,2.4,"48.837232, 2.2770860003"
8310906,30010102,Rotatif,Paris Carte,4.7,1.31,2014-03-22 15:27:02,2014-03-24 11:30:00,5 vis-à-vis RUE DUPIN,6,MIX,6F,4.0,"48.8500160004, 2.32492000036"
11409705,21770106,Résident,Paris Carte,3.25,50.0,2014-03-17 09:26:50,2014-03-21 20:00:00,16 RUE COGNACQ JAY,7,MIX,7G,4.0,"48.8619180002, 2.30297200016"
16979828,6390904,Rotatif,CB,2.4,2.0,2014-10-01 15:55:52,2014-10-01 17:55:52,98 RUE BALARD,15,MIX,15W,2.4,"48.8375129999, 2.27838100059"
13504343,75180202,Rotatif,CB,2.4,2.0,2014-12-03 14:53:42,2014-12-03 16:53:42,12 RUE DES PLANTES,14,MIX,14M,2.4,"48.8318890002, 2.32451500063"
13458055,35780202,Rotatif,Paris Carte,2.4,2.0,2014-02-19 10:30:38,2014-02-19 12:30:38,25 vis-à-vis AVENUE FERDINAND BUISSON,16,MIX,16X,2.4,"48.8372379998, 2.25335300011"
5125197,76441201,Rotatif,CB,2.4,2.0,2014-04-06 14:41:30,2014-04-06 16:41:30,0 PLACE DE LA PORTE D AUTEUIL,16,MIX,16R,2.4,"48.8484950001, 2.25769000025"
478916,58320404,Rotatif,CB,1.8,0.5,2014-05-09 14:58:03,2014-05-09 15:28:03,32 RUE DE LUBECK,16,MIX,16I,2.4,"48.8644769998, 2.29088599963"
16001447,81440401,Résident,Paris Carte,3.25,50.0,2014-01-19 15:34:06,2014-01-24 20:00:00,27 AVENUE RENE COTY,14,MIX,14H,2.4,"48.8289549998, 2.33455499955"
2027584,46450307,Rotatif,CB,3.6,1.5,2014-11-09 14:21:41,2014-11-09 15:51:41,45 terre-plein vis-à-vis AVENUE HOCHE,8,MIX,8G,4.0,"48.875575, 2.29979099975"
6623013,40150202,Résident,CB,3.25,50.0,2014-12-05 18:23:00,2014-05-19 19:23:00,22 RUE DU GENERAL BERTRAND,7,MIX,7N,4.0,"48.847272, 2.31348799952"
15828434,1360302,Résident,Paris Carte,0.65,10.0,2014-11-17 10:56:00,2014-11-18 10:56:00,8 RUE DE L ALBONI,16,MIX,16P,2.4,"48.8581370003, 2.28524699989"
22049030,87480201,Rotatif,CB,2.4,1.0,2014-10-28 18:33:10,2014-10-28 19:33:00,13 RUE SAINT SABIN,11,MIX,11H,4.0,"48.8552919996, 2.37196099961"
15181320,53880101,Rotatif,Paris Carte,3.6,1.0,2014-10-03 17:47:08,2014-10-03 18:47:08,1 RUE DE LA TREMOILLE,8,MIX,8E,4.0,"48.866492, 2.30185199985"
18537938,94840503,Rotatif,Paris Carte,1.8,0.75,2014-08-12 10:24:30,2014-08-12 11:45:00,49 AVENUE TRUDAINE,9,MIX,9F,4.0,"48.8808929999, 2.34146299938"
11076515,82080202,Rotatif,Paris Carte,4.8,2.0,2014-03-26 17:26:13,2014-03-26 19:26:13,10 BOULEVARD RICHARD LENOIR,11,ROT,11H,4.0,"48.8546199999, 2.37019200068"
15678184,54220503,Rotatif,CB,2.4,2.0,2014-02-18 09:36:09,2014-02-18 12:00:00,77 RUE LEBLANC,15,MIX,15N,2.4,"48.837232, 2.2770860003"
7390185,59930202,Rotatif,Paris Carte,0.9,0.25,2014-04-19 13:26:33,2014-04-19 13:41:33,8 RUE MARBEUF,8,ROT,8E,4.0,"48.8673590001, 2.30222399981"
2991133,62860303,Rotatif,Paris Carte,7.2,2.0,2014-07-18 15:02:34,2014-07-18 17:02:34,65 RUE MESLAY,3,MIX,3E,4.0,"48.8683820001, 2.35646399993"
8486086,6740202,Résident,CB,0.65,10.0,2014-10-04 21:09:21,2014-11-04 20:00:00,0 RUE BARGUE,15,MIX,15J,2.4,"48.8397159998, 2.30686400048"
24384516,57740102,Résident,Paris Carte,3.25,50.0,2014-09-24 11:09:00,2014-01-10 10:09:00,2 RUE LOUIS CODET,7,MIX,7J,4.0,"48.855051, 2.30870599983"
3771165,8771202,Résident,Paris Carte,0.65,10.0,2014-06-18 16:45:56,2014-06-19 16:45:56,72 BOULEVARD DE BERCY,12,MIX,12K,2.4,"48.8384330001, 2.38924799963"
18615970,16250205,Résident,CB,3.25,50.0,2014-11-20 00:41:27,2014-11-26 20:00:00,31 RUE CAVENDISH,19,MIX,19H,2.4,"48.8837023998, 2.37934085008"
22987976,88260703,Rotatif,CB,2.4,2.0,2014-12-12 10:03:07,2014-12-12 12:03:07,57 RUE SARRETTE,14,MIX,14J,2.4,"48.8250340002, 2.32679699998"
16329078,61740202,Rotatif,CB,2.4,2.0,2014-01-20 11:38:33,2014-01-20 13:38:33,42 RUE MATHURIN REGNIER,15,MIX,15J,2.4,"48.8389690002, 2.3084170006"
1192185,41100102,Rotatif,Paris Carte,6.8,1.89,2014-09-16 11:46:25,2014-09-16 13:46:25,8 AVENUE GEORGE V,8,MIX,8E,4.0,"48.8653390003, 2.30169000032"
7694923,44650104,Rotatif,CB,5.4,1.5,2014-08-04 12:44:48,2014-08-04 14:14:48,20 RUE AMIRAL HAMELIN,16,MIX,16I,2.4,"48.8668859999, 2.29229299995"
10959453,25340804,Rotatif,Paris Carte,0.9,0.75,2014-03-21 13:16:18,2014-03-21 14:01:18,124 RUE DAMREMONT,18,ROT,18P,2.4,"48.8947459997, 2.33724700044"
6997749,30230404,Rotatif,CB,7.2,2.0,2014-02-07 13:58:04,2014-02-07 15:58:04,30 AVENUE DUQUESNE,7,MIX,7K,4.0,"48.8513549998, 2.31085499993"
22054262,5030104,Rotatif,Paris Carte,2.4,2.0,2014-10-13 15:04:04,2014-10-13 17:04:04,12 RUE DE L ASSOMPTION,16,MIX,16T,2.4,"48.8533359997, 2.27443200048"
3695931,59760106,Rotatif,Paris Carte,0.6,0.5,2014-06-24 09:27:39,2014-06-24 11:30:00,11 vis-à-vis RUE MANIN,19,MIX,19J,2.4,"48.8772509996, 2.37868799941"
21084491,89150201,Rotatif,CB,7.2,2.0,2014-01-17 18:27:39,2014-01-18 10:27:39,0 AVENUE DE SELVES,8,ROT,8E,4.0,"48.8675329999, 2.31165899962"
5800713,68600103,Rotatif,CB,4.5,1.25,2014-05-06 11:07:00,2014-05-06 12:22:00,5 AVENUE DE L OBSERVATOIRE,6,MIX,6G,4.0,"48.8438599998, 2.33761299961"
22689139,70891001,Rotatif,CB,4.8,2.0,2014-10-18 17:19:07,2014-10-18 19:19:07,56 terre-plein BOULEVARD PASTEUR,15,ROT,15H,2.4,"48.8410520001, 2.31407199936"
2312296,24432502,Rotatif,CB,2.4,2.0,2014-03-09 12:42:00,2014-03-09 14:42:00,230 RUE DE CRIMEE,19,ROT,19E,2.4,"48.8934200001, 2.37385199951"
383801,48630204,Rotatif,CB,1.5,1.25,2014-06-09 18:41:50,2014-06-09 19:56:50,12 RUE JEAN BOLOGNE,16,ROT,16P,2.4,"48.8571299999, 2.2801790006"
20262508,48870103,Résident,CB,3.25,50.0,2014-02-11 19:27:22,2014-07-11 21:00:00,7 RUE JEAN FERRANDI,6,MIX,6F,4.0,"48.8469819996, 2.32348199988"
21002199,53910301,Résident,Paris Carte,3.25,50.0,2014-09-11 20:49:58,2014-11-17 20:00:00,23 RUE LAUGIER,17,MIX,17H,2.4,"48.8808129999, 2.29593599937"
22904054,56710102,Résident,CB,3.25,50.0,2014-10-13 10:47:33,2014-10-17 21:00:00,2 RUE DU LIEUTENANT COLONEL DEPORT,16,MIX,16X,2.4,"48.8392509997, 2.25568200028"
1725799,25340402,Rotatif,CB,1.8,1.5,2014-02-08 14:32:11,2014-02-08 16:02:11,50 RUE DAMREMONT,18,ROT,18F,2.4,"48.8902109998, 2.3341810001"
23708762,2120402,Rotatif,Paris Carte,0.3,0.25,2014-09-25 14:52:39,2014-09-25 15:07:39,26 RUE D ALLERAY,15,MIX,15R,2.4,"48.8373069996, 2.30221300036"
20224125,2790501,Résident,Paris Carte,0.45,6.92,2014-06-11 18:35:43,2014-07-11 18:35:43,53 BOULEVARD DE L AMIRAL BRUIX,16,MIX,16E,2.4,"48.8743709999, 2.27818099985"
969843,72670202,Rotatif,CB,7.2,2.0,2014-07-25 15:38:59,2014-07-25 17:38:59,10 RUE PERIGNON,7,MIX,7K,4.0,"48.8477839996, 2.30946899938"
1380659,57970104,Résident,CB,0.65,10.0,2014-11-09 10:56:19,2014-12-09 10:56:19,26 RUE LOUIS LUMIERE,20,MIX,20K,2.4,"48.8588690003, 2.41170899995"
7291078,73800805,Rotatif,Paris Carte,1.8,0.75,2014-02-05 18:04:50,2014-02-05 18:49:50,121 AVENUE PHILIPPE AUGUSTE,11,MIX,11L,4.0,"48.8575750001, 2.39006800029"
22539657,65130104,Rotatif,Paris Carte,4.0,1.11,2014-10-17 15:08:22,2014-10-17 16:15:02,12 RUE MONTMARTRE,1,ROT,1E,4.0,"48.8637990002, 2.34576700015"
16919083,66931404,Résident,Paris Carte,1.35,20.77,2014-01-15 06:43:04,2014-01-17 10:46:09,186 RUE NATIONALE,13,MIX,13R,2.4,"48.832402, 2.36278399974"
19538252,71590101,Résident,CB,3.25,50.0,2014-11-23 18:52:28,2014-11-28 20:00:00,6 vis-à-vis RUE PAUL GERVAIS,13,MIX,13H,2.4,"48.8311320001, 2.34726099935"
9004856,7790401,Rotatif,CB,3.6,1.5,2014-03-17 15:39:22,2014-03-17 17:09:22,11 bis RUE BEAUJON,8,MIX,8G,4.0,"48.87529, 2.29727500051"
12614682,19901003,Rotatif,CB,1.8,1.5,2014-05-19 12:20:24,2014-05-19 13:50:24,116 vis-à-vis RUE DU CHEVALERET,13,MIX,13R,2.4,"48.8330960002, 2.36993600048"
16493112,23020102,Rotatif,Paris Carte,2.1,1.75,2014-02-01 15:46:10,2014-02-01 17:31:10,6 RUE DU CONVENTIONNEL CHIAPPE,13,MIX,13E,2.4,"48.8187819998, 2.3631690006"
24190758,62280301,Rotatif,CB,0.9,0.25,2014-09-26 10:40:45,2014-09-26 11:15:00,27 bis RUE MAZARINE,6,MIX,6E,4.0,"48.8547440002, 2.33802700003"
19532767,57441601,Résident,CB,3.25,50.0,2014-12-19 08:31:33,2014-12-26 20:00:00,149 RUE DE LONGCHAMP,16,MIX,16L,2.4,"48.8684379998, 2.27455099959"
10301599,3130301,Résident,Paris Carte,3.25,50.0,2014-05-05 22:16:29,2014-05-13 21:00:00,9 bis RUE D ANDIGNE,16,MIX,16M,2.4,"48.8594050002, 2.27139499951"
17039724,83650103,Rotatif,Paris Carte,1.2,1.0,2014-02-20 15:04:39,2014-02-20 16:04:39,11 RUE DES ROSES,18,MIX,18J,2.4,"48.8932009995, 2.36199299978"
21126912,73730104,Rotatif,CB,1.8,1.5,2014-05-11 16:16:50,2014-05-11 17:46:50,14 RUE PHILIBERT DELORME,17,MIX,17N,2.4,"48.8879299997, 2.30227600039"
22814222,20150802,Rotatif,CB,0.6,0.5,2014-10-10 15:42:34,2014-10-10 16:12:34,78 AVENUE DE CHOISY,13,ROT,13M,2.4,"48.8242570001, 2.36159899961"
16415464,23610201,Rotatif,Paris Carte,1.5,1.25,2014-09-01 19:23:52,2014-09-01 20:38:52,28 vis-à-vis RUE DU COTENTIN,15,MIX,15J,2.4,"48.8385439998, 2.31375399972"
13295229,99190601,Rotatif,Paris Carte,0.9,0.75,2014-02-26 18:15:49,2014-02-26 19:00:49,33 RUE DE VOUILLE,15,ROT,15R,2.4,"48.8343979998, 2.3065689998"
24415878,99880103,Rotatif,CB,1.8,0.75,2014-09-30 14:56:06,2014-09-30 15:41:06,6 vis-à-vis RUE YVES TOUDIC,10,MIX,10F,4.0,"48.8687760003, 2.36465400023"
19613873,18300202,Rotatif,CB,2.4,2.0,2014-11-20 11:01:50,2014-11-20 13:01:50,0 PLACE CHARLES FILLION,17,MIX,17R,2.4,"48.8871879998, 2.31746199988"
18845788,89760102,Rotatif,Paris Carte,0.9,0.75,2014-11-28 12:18:23,2014-11-28 13:03:23,6 RUE SIMART,18,MIX,18L,2.4,"48.8901779998, 2.34891899993"
9602187,23360102,Résident,Paris Carte,3.25,50.0,2014-06-22 23:25:37,2014-06-27 21:00:00,6 RUE CORIOLIS,12,MIX,12K,2.4,"48.8354669997, 2.3917489994"
13049729,29800503,Résident,Paris Carte,3.25,50.0,2014-02-24 09:24:23,2014-02-28 20:00:00,49 RUE DULONG,17,MIX,17P,2.4,"48.8855180001, 2.31591799971"
4555912,51070106,Résident,Paris Carte,0.65,10.0,2014-06-17 09:36:49,2014-06-17 21:00:00,22 RUE JULES VALLES,11,MIX,11K,4.0,"48.8541959997, 2.38502300016"
319404,18871603,Rotatif,Paris Carte,0.6,0.25,2014-08-28 19:07:04,2014-08-28 19:22:04,15 BOULEVARD DE CHARONNE,11,ROT,11L,4.0,"48.84957, 2.39876799961"
16068758,38320103,Résident,Paris Carte,3.25,50.0,2014-01-14 10:15:33,2014-01-21 10:15:33,9 RUE FREDERIC BASTIAT,8,MIX,8F,4.0,"48.8728220001, 2.30715399985"
5868177,83320501,Rotatif,Paris Carte,0.6,0.5,2014-04-22 15:52:37,2014-04-22 16:22:37,79 BOULEVARD ROMAIN ROLLAND,14,MIX,14F,2.4,"48.8209550003, 2.3200100002"
6430824,89090604,Résident,Paris Carte,3.25,50.0,2014-04-28 16:13:17,2014-06-05 16:13:17,53 terre-plein contre-allée vis-à-vis AVENUE DE SEGUR,7,MIX,7H,4.0,"48.8499420002, 2.30802000009"
19902404,85131101,Rotatif,Paris Carte,2.4,2.0,2014-11-13 17:47:51,2014-11-13 19:47:51,125 RUE SAINT CHARLES,15,ROT,15P,2.4,"48.8441549996, 2.28349599955"
16501862,2620201,Rotatif,Paris Carte,0.6,0.25,2014-07-01 18:45:04,2014-07-01 19:00:04,13 bis RUE AMBROISE PARE,10,MIX,10G,4.0,"48.8819649997, 2.3516730006"
1918459,51070102,Rotatif,Paris Carte,4.8,2.0,2014-10-09 14:06:26,2014-10-09 16:06:26,4 RUE JULES VALLES,11,MIX,11K,4.0,"48.8530319998, 2.38524000036"
6842462,70890703,Rotatif,Paris Carte,4.2,1.75,2014-06-20 14:47:54,2014-06-20 16:32:54,16 terre-plein BOULEVARD PASTEUR,15,MIX,15H,2.4,"48.8434929998, 2.31195999934"
11842978,81440401,Rotatif,Paris Carte,0.9,0.75,2014-03-14 15:28:50,2014-03-14 16:13:50,27 AVENUE RENE COTY,14,MIX,14H,2.4,"48.8289549998, 2.33455499955"
13394503,99330601,Rotatif,Paris Carte,1.2,0.5,2014-02-28 12:15:13,2014-02-28 12:45:13,35 AVENUE DE WAGRAM,17,ROT,17E,2.4,"48.8766729998, 2.29694000009"
9735849,14490306,Rotatif,Paris Carte,0.9,0.25,2014-04-24 08:55:24,2014-04-24 11:15:00,46 RUE CAMBON,1,MIX,1E,4.0,"48.8689419997, 2.32751500001"
11991575,71580104,Rotatif,Paris Carte,2.4,2.0,2014-05-19 20:26:25,2014-05-20 12:26:25,16 RUE PAUL FORT,14,MIX,14G,2.4,"48.8238930002, 2.32909500052"
9710195,71130204,Résident,Paris Carte,3.25,50.0,2014-06-04 22:06:44,2014-11-04 20:00:00,22 RUE PAUL ALBERT,18,MIX,18G,2.4,"48.8871889999, 2.34522799937"
12516454,61740101,Rotatif,Paris Carte,2.4,2.0,2014-05-03 15:43:27,2014-05-03 17:43:27,9 RUE MATHURIN REGNIER,15,MIX,15J,2.4,"48.8405710003, 2.30723200014"
10789809,55210102,Rotatif,Paris Carte,4.8,2.0,2014-03-24 13:05:59,2014-03-24 15:05:59,6 RUE LEO DELIBES,16,MIX,16I,2.4,"48.8667840003, 2.28870700057"
5934925,96210301,Rotatif,CB,1.5,1.25,2014-05-22 10:41:56,2014-05-22 12:15:00,35 RUE VAUGELAS,15,MIX,15T,2.4,"48.833062, 2.29260100017"
1725719,98500402,Rotatif,CB,2.4,2.0,2014-11-08 18:41:46,2014-12-08 10:41:46,66 terre-plein vis-à-vis COURS DE VINCENNES,12,ROT,12R,2.4,"48.8473600001, 2.40473499936"
19975033,58140601,Rotatif,CB,1.2,1.0,2014-11-13 15:33:35,2014-11-13 16:33:35,45 RUE DE LOURMEL,15,ROT,15L,2.4,"48.8477049998, 2.28987900037"
20943859,52660802,Résident,Paris Carte,0.65,10.0,2014-05-11 11:30:41,2014-06-11 11:30:41,98 RUE DE LAGNY,20,MIX,20H,2.4,"48.8489689998, 2.41006299977"
10359665,74840604,Rotatif,Paris Carte,1.2,0.5,2014-04-26 17:42:07,2014-04-26 18:12:07,62 RUE JEAN BAPTISTE PIGALLE,9,ROT,9F,4.0,"48.8816180001, 2.33680099978"
24353209,77340102,Rotatif,CB,2.4,2.0,2014-09-29 12:59:15,2014-09-29 14:59:15,8 AVENUE DE LA PORTE POUCHET,17,MIX,17U,2.4,"48.8983219999, 2.32336399981"
2864733,38200801,Rotatif,CB,7.2,2.0,2014-07-18 14:37:33,2014-07-18 16:37:33,55 RUE DES FRANCS BOURGEOIS,4,ROT,4E,4.0,"48.8593350002, 2.35785899993"
4106451,49130102,Rotatif,CB,4.8,2.0,2014-06-24 14:31:24,2014-06-24 16:31:24,6 RUE JEAN MACE,11,MIX,11K,4.0,"48.852932, 2.38432099952"
10197620,24530404,Rotatif,Paris Carte,5.4,1.5,2014-03-18 10:39:54,2014-03-18 12:09:54,32 RUE CROIX DES PETITS CHAMPS,1,MIX,1E,4.0,"48.8641979996, 2.34023200007"
18522666,65410202,Rotatif,Paris Carte,1.6,0.67,2014-11-27 13:17:22,2014-11-27 13:57:22,8 RUE DE MONTYON,9,MIX,9G,4.0,"48.8731330004, 2.34407299982"
12032608,9840102,Résident,CB,3.25,50.0,2014-02-03 20:10:52,2014-07-03 21:00:00,10 RUE BISCORNET,12,MIX,12E,2.4,"48.8506479996, 2.36981299989"
1173415,58910301,Rotatif,Paris Carte,2.7,0.75,2014-09-15 16:20:41,2014-09-15 17:05:41,17 vis-à-vis PLACE DE LA MADELEINE,8,ROT,8H,4.0,"48.8704249998, 2.32425100047"
2318312,57780101,Rotatif,CB,2.4,2.0,2014-07-25 16:07:10,2014-07-25 18:07:10,5 RUE LOUIS DELAPORTE,20,MIX,20J,2.4,"48.8481449998, 2.41299499949"
11228786,71070102,Rotatif,CB,2.4,2.0,2014-03-03 18:25:31,2014-04-03 11:25:31,4 RUE DES PATURES,16,MIX,16T,2.4,"48.8493510004, 2.27485100049"
19456583,69980104,Rotatif,Paris Carte,1.8,0.5,2014-11-22 16:29:07,2014-11-22 16:59:07,14 RUE DE LA PAIX,2,ROT,2E,4.0,"48.8692369998, 2.3313509996"
19169298,54220503,Rotatif,CB,1.2,1.0,2014-02-26 13:26:57,2014-02-26 14:26:57,77 RUE LEBLANC,15,MIX,15N,2.4,"48.837232, 2.2770860003"
2712461,4990502,Rotatif,Paris Carte,2.7,0.75,2014-07-16 15:56:01,2014-07-16 16:41:01,58 RUE D ASSAS,6,MIX,6G,4.0,"48.8464169998, 2.33078600066"
23214374,39331201,Rotatif,Paris Carte,2.4,2.0,2014-02-10 09:52:37,2014-02-10 12:00:00,107 AVENUE GAMBETTA,20,ROT,20R,2.4,"48.8670859999, 2.40027199953"
3507792,82910802,Rotatif,CB,2.4,1.0,2014-04-28 15:13:59,2014-04-28 16:13:59,94 RUE DU ROCHER,8,MIX,8K,4.0,"48.8807379997, 2.31709799946"
18113194,75930401,Rotatif,Paris Carte,2.4,1.0,2014-01-30 10:30:17,2014-01-30 11:30:17,33 RUE PONCELET,17,MIX,17H,2.4,"48.8798090002, 2.29828999969"
20950355,87280102,Rotatif,CB,0.9,0.25,2014-11-14 19:02:50,2014-11-14 19:17:50,6 RUE SAINT PHILIPPE DU ROULE,8,MIX,8F,4.0,"48.873172, 2.30855399975"
19310936,43920304,Rotatif,CB,2.4,2.0,2014-11-24 09:13:31,2014-11-24 12:00:00,34 RUE GUILLAUME TELL,17,MIX,17G,2.4,"48.8848780004, 2.29549499979"
11088458,64320503,Rotatif,CB,7.2,2.0,2014-06-06 15:23:28,2014-06-06 17:23:28,43 RUE MONGE,5,MIX,5G,4.0,"48.8455449999, 2.35215699988"
11940478,86191002,Rotatif,Paris Carte,1.8,0.5,2014-07-03 11:56:13,2014-07-03 12:26:13,76 BOULEVARD SAINT GERMAIN,5,ROT,5J,4.0,"48.8506660002, 2.34666099935"
2226398,11900203,Rotatif,CB,1.8,0.5,2014-12-07 12:02:36,2014-07-15 11:30:00,21 bis BOULEVARD BOURDON,4,MIX,34F,4.0,"48.8497659996, 2.36661899947"
6154954,80860102,Résident,CB,3.25,50.0,2014-05-22 10:25:51,2014-05-28 21:00:00,14 RUE DES RECULETTES,13,MIX,13J,2.4,"48.8321500002, 2.3515309999"
6095156,31500102,Résident,CB,3.25,50.0,2014-05-06 10:42:04,2014-12-06 20:00:00,17 vis-à-vis RUE EDOUARD MANET,13,MIX,13K,2.4,"48.8330830003, 2.35728999942"
20900481,68891002,Résident,CB,3.25,50.0,2014-01-20 09:02:17,2014-01-24 20:00:00,68 RUE OLIVIER DE SERRES,15,MIX,15T,2.4,"48.8336120001, 2.29473699941"
20548900,14030204,Rotatif,Paris Carte,0.3,0.25,2014-05-11 10:31:06,2014-05-11 11:15:00,40 RUE CABANIS,14,MIX,14H,2.4,"48.8304339997, 2.33746300041"
23852530,32660602,Rotatif,CB,1.5,1.25,2014-09-26 18:11:09,2014-09-26 19:26:09,56 AVENUE EMILE ZOLA,15,MIX,15M,2.4,"48.8463540004, 2.28357900002"
3621215,42410101,Rotatif,CB,0.6,0.25,2014-05-22 17:44:10,2014-05-22 17:59:10,5 RUE GOUNOD,17,MIX,17H,2.4,"48.8826949999, 2.3008019996"
22421924,51250101,Rotatif,Paris Carte,4.8,2.0,2014-10-15 16:27:42,2014-10-15 18:27:42,11 RUE DU JURA,13,MIX,13J,2.4,"48.837795, 2.3560569999"
12851885,90010204,Rotatif,Paris Carte,4.8,2.0,2014-05-03 11:13:37,2014-05-03 13:13:37,14 AVENUE DE LA SOEUR ROSALIE,13,MIX,13J,2.4,"48.832235, 2.35310100013"
20263447,77400702,Rotatif,Paris Carte,1.8,0.5,2014-10-11 17:25:32,2014-10-11 17:55:32,76 BOULEVARD DE PORT ROYAL,5,ROT,5E,4.0,"48.8386759996, 2.34103700037"
23585066,48970209,Résident,Paris Carte,3.25,50.0,2014-09-28 21:35:18,2014-03-10 20:00:00,41 RUE JEAN GOUJON,8,MIX,8E,4.0,"48.8650620001, 2.3036760001"
7735225,20690201,Résident,CB,0.65,10.0,2014-06-25 15:18:49,2014-06-26 15:18:49,11 RUE CLAUDE BERNARD,5,MIX,5E,4.0,"48.8389100001, 2.34928100001"
3053190,15910102,Résident,Paris Carte,0.65,10.0,2014-06-24 17:46:20,2014-06-25 17:46:20,4 RUE CASSETTE,6,MIX,6E,4.0,"48.8505590004, 2.3307"
2120445,35780103,Résident,Paris Carte,0.65,10.0,2014-07-29 22:18:41,2014-07-30 21:00:00,18 vis-à-vis AVENUE FERDINAND BUISSON,16,MIX,16X,2.4,"48.8362059996, 2.25380900028"
21234653,28520104,Résident,Paris Carte,3.25,50.0,2014-08-12 11:19:28,2014-12-15 10:19:28,7 vis-à-vis RUE DU DOCTEUR LAURENT,13,MIX,13M,2.4,"48.8249519997, 2.35613699969"
19990504,24720406,Rotatif,CB,4.8,2.0,2014-11-27 12:31:48,2014-11-27 14:31:48,38 RUE CROZATIER,12,ROT,12G,2.4,"48.8478610003, 2.38102499968"
2134418,36591301,Rotatif,CB,0.3,0.25,2014-07-21 18:53:17,2014-07-21 19:08:17,143 terre-plein AVENUE DE FLANDRE,19,ROT,19E,2.4,"48.8928879996, 2.37964000049"
4950561,40060102,Rotatif,CB,3.6,1.5,2014-06-26 16:46:53,2014-06-26 18:16:53,2 RUE DU GENERAL APPERT,16,MIX,16J,2.4,"48.8684190002, 2.27710900015"
20786814,81581002,Rotatif,CB,2.4,1.0,2014-01-14 11:54:33,2014-01-14 12:54:33,60 AVENUE DE LA REPUBLIQUE,11,MIX,11F,4.0,"48.8648780001, 2.37581899998"
10027224,36590408,Rotatif,Paris Carte,2.4,2.0,2014-05-28 10:28:11,2014-05-28 13:00:00,34 AVENUE DE FLANDRE,19,ROT,19F,2.4,"48.8867390004, 2.37233700025"
19348997,34770202,Rotatif,Paris Carte,7.2,2.0,2014-11-18 17:28:35,2014-11-18 19:28:35,26 RUE FABERT,7,MIX,7G,4.0,"48.8601850002, 2.31128100029"
2296090,56330602,Rotatif,Paris Carte,1.2,1.0,2014-07-30 16:09:42,2014-07-30 17:09:42,44 RUE LE VAU,20,MIX,20P,2.4,"48.8701269999, 2.41096399944"
23490138,8811001,Rotatif,CB,1.2,0.5,2014-03-10 19:27:16,2014-03-10 19:57:16,223 RUE DE BERCY,12,MIX,12E,2.4,"48.8459989999, 2.37048900021"
20232057,54860102,Rotatif,Paris Carte,0.3,0.25,2014-11-20 09:13:25,2014-11-20 10:40:00,7 vis-à-vis RUE LHEUREUX,12,ROT,12F,2.4,"48.8324039998, 2.38845599975"
10952779,18870304,Rotatif,Paris Carte,3.0,1.25,2014-03-19 18:49:51,2014-03-20 10:04:51,18 terre-plein bis BOULEVARD DE CHARONNE,20,ROT,20H,2.4,"48.8493049999, 2.39924900058"
23721548,32070104,Résident,Paris Carte,3.25,50.0,2014-09-24 13:55:15,2014-01-10 12:55:15,10 BOULEVARD EMILE AUGIER,16,MIX,16N,2.4,"48.8590250004, 2.27358800065"
24015876,12880102,Résident,Paris Carte,0.65,10.0,2014-09-25 18:22:06,2014-09-26 18:22:06,12 RUE BREZIN,14,MIX,14L,2.4,"48.8311410003, 2.32830100033"
10207720,14230102,Rotatif,CB,0.9,0.75,2014-04-23 19:19:37,2014-04-23 20:04:37,8 bis RUE CAILLAUX,13,MIX,13M,2.4,"48.822789, 2.36136399999"
106085,80220102,Rotatif,CB,2.4,2.0,2014-10-09 11:31:21,2014-10-09 13:31:21,8 RUE RAMUS,20,MIX,20L,2.4,"48.8620430002, 2.39973999978"
7948805,73140102,Rotatif,Paris Carte,0.3,0.25,2014-03-31 12:28:40,2014-03-31 12:43:40,6 RUE PETIT,19,MIX,19H,2.4,"48.8845889998, 2.37932299962"
4953018,5410509,Rotatif,Paris Carte,1.2,0.5,2014-06-17 13:01:27,2014-06-17 13:31:27,47 BOULEVARD AUGUSTE BLANQUI,13,ROT,13G,2.4,"48.8295819998, 2.35056099967"
15047380,85291601,Rotatif,CB,7.2,2.0,2014-01-02 10:47:27,2014-01-02 12:47:27,115 RUE SAINT DOMINIQUE,7,ROT,7J,4.0,"48.8590869999, 2.30470399934"
5747640,66200104,Rotatif,Paris Carte,1.2,1.0,2014-06-30 10:38:19,2014-06-30 12:00:00,16 RUE MOUTON DUVERNET,14,MIX,14L,2.4,"48.8318300001, 2.32847100022"
19115232,82580101,Rotatif,CB,1.5,1.25,2014-12-23 12:25:07,2014-12-23 13:40:07,3 RUE ROBERT FLEURY,15,MIX,15K,2.4,"48.8436129996, 2.30165400014"
9757501,50930103,Rotatif,Paris Carte,2.4,1.0,2014-10-04 16:41:39,2014-10-04 17:41:39,5 RUE JULES LEFEBVRE,9,MIX,9E,4.0,"48.8803699998, 2.32735599983"
7861146,12630101,Rotatif,Paris Carte,3.6,1.0,2014-05-15 10:33:11,2014-05-15 12:00:00,15 RUE BREA,6,MIX,6F,4.0,"48.8430869996, 2.33012800049"
